start	end	text
2266000	2268000	no next step would be well we want to
2268000	2270000	write this cone as an image
2270000	2272000	of some
2272000	2274000	some other cone
2274000	2276000	right that's what's happening here
2278000	2280000	this VBV
2280000	2282000	let's see the first line is saying
2282000	2284000	you are inside of some face
2284000	2286000	oh yeah
2286000	2288000	now
2288000	2290000	you just blink to the face
2290000	2292000	everything
2292000	2294000	that would be the
2294000	2296000	the sign dimension of face
2296000	2298000	would be r right
2298000	2300000	no that would be the
2302000	2304000	the second line
2306000	2308000	this would be okay
2308000	2310000	yeah I know I got it
2310000	2312000	actually you can project
2312000	2314000	you can project to a subspace of a face
2314000	2316000	but this is not something to be well
2316000	2318000	defined and you don't have to be able to
2318000	2320000	cleanly project the whole cone into a face
2320000	2322000	so I would just say like we are in a face
2322000	2324000	it's
2324000	2326000	like trying to redefine
2326000	2328000	these for arbitrary cone might be
2328000	2330000	I would rather not do that
2330000	2332000	than just be in a face
2334000	2336000	like because if the face can be
2336000	2338000	smaller the cone can be bigger than the
2338000	2340000	projected around the face and try to squeeze it
2340000	2342000	this would be
2342000	2344000	probably because you can do that
2344000	2346000	this part
2352000	2354000	the A heads just the projections
2354000	2356000	of the A's to the face
2362000	2364000	this is like a one column proof
2364000	2366000	for what?
2366000	2368000	one column proof
2368000	2370000	in PRA format
2372000	2374000	okay
2374000	2376000	now here's the challenge
2376000	2378000	can we make a one page PRL
2380000	2382000	what's the
2382000	2384000	tpt's baby
2384000	2386000	it's like
2386000	2388000	because
2388000	2390000	this is referring to a very old
2390000	2392000	challenge
2392000	2394000	there's a standing challenge
2394000	2396000	amongst the theoretical physics community
2396000	2398000	which is a one page PRL
2398000	2400000	published
2400000	2402000	there is a one page in each paper
2402000	2404000	shouldn't this be
2404000	2406000	the application
2406000	2408000	it doesn't need to fit the application
2408000	2410000	in the other column
2410000	2412000	it's a tricky bit
2412000	2414000	the obvious
2414000	2416000	application would always be something like
2416000	2418000	a restrictive concept problem
2418000	2420000	which is kind of
2420000	2422000	just too boring right that cone is easy
2422000	2424000	why do all this
2424000	2426000	in a continuous
2426000	2428000	area of blah blah blah
2428000	2430000	I'm thinking more like GPT
2430000	2432000	something right
2432000	2434000	we're not talking just about quantum
2434000	2436000	mechanics here we're talking about
2436000	2438000	even in post-process
2438000	2440000	but
2440000	2442000	that's for a simple
2442000	2444000	I know this cone is boring
2444000	2446000	but if I give you a
2446000	2448000	restrictive grand state problem
2448000	2450000	on some internet dimension blah blah blah
2450000	2452000	and I prove that the optimal solution will be still
2452000	2454000	pure state
2454000	2456000	I know that all those pure state variation
2456000	2458000	I met this bull still has a chance to find out
2458000	2460000	I'm not surprised by that
2460000	2462000	I don't know why but I don't know
2462000	2464000	but if I have as many constraints
2464000	2466000	it will fail
2466000	2468000	like
2468000	2470000	we can see restricted grand state would be mean actually
2470000	2472000	give me like minimum the energy
2472000	2474000	such that the angular momentum
2474000	2476000	will be bigger
2476000	2478000	number
2478000	2480000	and the energy
2480000	2482000	should also be
2482000	2484000	equal to 5
2484000	2486000	now you have your 3
2486000	2488000	I like the angular momentum angle that works
2488000	2490000	or energy or whatever
2492000	2494000	ok we have the identity, we have the Hamiltonian
2494000	2496000	want to optimize and now we have
2496000	2498000	a third that we can pick
2498000	2500000	to make this have real bite
2500000	2502000	now it would be a non-commuting
2502000	2504000	constraint for Hamilton
2504000	2506000	not some boring conservative quantity
2506000	2508000	yeah
2508000	2510000	and to have a bite
2510000	2512000	it would have to look great
2512000	2514000	because if you add just one more constraint
2514000	2516000	it does go next
2516000	2518000	that would make it really interesting
2518000	2520000	now take your favorite pure state
2520000	2522000	automation
2522000	2524000	well
2524000	2526000	which
2526000	2528000	should be 20 right
2528000	2530000	some Monte Carlo wave function
2530000	2532000	everything that has wave function
2532000	2534000	everything that seems pure state is dead
2534000	2536000	and now we can
2536000	2538000	show that it will still work here
2538000	2540000	yeah
2540000	2542000	but
2542000	2544000	no
2544000	2546000	this is not
2546000	2548000	but since you are talking about
2548000	2550000	optimization problems
2550000	2552000	this becomes just one NMR
2554000	2556000	we want to optimize
2558000	2560000	so if you have an optimization
2560000	2562000	that would directly get
2562000	2564000	something like
2564000	2566000	minus and X
2566000	2568000	then you can get a plus point
2568000	2570000	from the T
2570000	2572000	another constraint
2572000	2574000	you can see it from
2574000	2576000	so plus
2576000	2578000	you can see it from two directions
2578000	2580000	you can either say
2580000	2582000	ok we have some
2582000	2584000	some X
2584000	2586000	of red
2586000	2588000	on some face
2588000	2590000	of the C because we know that the maximum
2590000	2592000	minimum
2592000	2594000	will appear on the face
2594000	2596000	this means
2596000	2598000	this function
2598000	2600000	also needs to satisfy
2600000	2602000	CD
2602000	2604000	equals zero because
2604000	2606000	if it does not equal zero you can
2606000	2608000	take the same argument as here and argue that the point
2608000	2610000	that you found is not optimal
2610000	2612000	and
2612000	2614000	yeah
2614000	2616000	Mr. Weed linear
2616000	2618000	you know it would be cool
2618000	2620000	if you are optimizing a non-linear function
2620000	2622000	you know it could be
2622000	2624000	not too great
2624000	2626000	like entropies and stuff
2636000	2638000	you said also yesterday
2638000	2640000	that we get the problem with the regularity
2640000	2642000	if we are into information
2642000	2644000	oh yeah I didn't understand
2644000	2646000	ok
2646000	2648000	we have
2648000	2650000	one with a high R
2650000	2652000	can have
2652000	2654000	a high M constraint
2654000	2656000	for
2656000	2658000	two for the complexes
2658000	2660000	we can have two constraints
2660000	2662000	one of the constraints
2662000	2664000	one
2664000	2666000	one constraint
2668000	2670000	that means the Hamiltonian
2670000	2672000	because Hamiltonian optimization would be
2672000	2674000	H is the energy
2674000	2676000	Traces the other one
2676000	2678000	we have one free
2678000	2680000	and it still rank one
2680000	2682000	oh yeah
2682000	2684000	ok so
2684000	2686000	that's the angular momentum thing
2686000	2688000	that's the problem if you do something
2688000	2690000	and you stop maybe then
2690000	2692000	you have a worse bond
2692000	2694000	maybe you lose that one extra constraint
2694000	2696000	it's you know
2696000	2698000	rank nullity is just
2698000	2700000	more inverse function
2700000	2702000	is
2702000	2704000	implicit function theorem stuff
2704000	2706000	that it is exactly linear
2710000	2712000	but
2712000	2714000	if we go to
2714000	2716000	to the
2716000	2718000	if you have a magnetic field
2718000	2720000	that breaks angular momentum
2720000	2722000	total angular momentum is no longer conserved
2722000	2724000	when you have a magnetic field
2724000	2726000	you have an atom in a magnetic field
2726000	2728000	right now we've already
2728000	2730000	ok ground state is pure
2730000	2732000	cool we know that
2732000	2734000	put a hydrogen atom in a magnetic field
2734000	2736000	that's great
2736000	2738000	but
2738000	2740000	that's another way
2740000	2742000	to add a constraint
2742000	2744000	now you want to
2744000	2746000	you say
2746000	2748000	the perturbation breaks
2748000	2750000	the angular momentum
2750000	2752000	so now you want to fix angular momentum
2752000	2754000	despite this
2754000	2756000	you want to
2756000	2758000	ah
2758000	2760000	you want to conserve that angular momentum
2760000	2762000	you want to prescribe that
2762000	2764000	prescribe the angular momentum
2764000	2766000	yeah right
2766000	2768000	then you can also prescribe
2768000	2770000	like this
2770000	2772000	yeah
2772000	2774000	prescribes it
2774000	2776000	that's physics now right
2776000	2778000	the hydrogen atom
2778000	2780000	it's in a magnetic field
2780000	2782000	you want to push it down to the ground state
2782000	2784000	you want to say ah
2784000	2786000	I want to make sure that the total
2786000	2788000	the magnetic field points in that way
2788000	2790000	I want to make sure the total angular momentum is fixed by some number
2792000	2794000	now you
2794000	2796000	the angular momentum is in a different direction
2796000	2798000	in a different direction is fixed
2798000	2800000	cool
2800000	2802000	but then why do you care
2802000	2804000	because
2804000	2806000	you have lots of them
2806000	2808000	that becomes a bit of an issue
2808000	2810000	if you have too much angular momentum
2810000	2812000	the box is in the direction
2816000	2818000	you measure A
2818000	2820000	you put it down
2820000	2822000	the other quantity
2826000	2828000	so that's the kind of example that I think could
2828000	2830000	make it physically very interesting
2830000	2832000	you think about
2832000	2834000	what are the quantities in physics
2834000	2836000	there's more than just angular momentum
2836000	2838000	we have momentum
2838000	2840000	energy
2840000	2842000	rapidity
2842000	2844000	these are the standard conserves
2844000	2846000	then we have PC and T but they're discreet
2846000	2848000	then we have
2850000	2852000	sorry
2852000	2854000	yeah right
2854000	2856000	we could go orbital right
2856000	2858000	yeah
2860000	2862000	fusible ones must be mixed
2864000	2866000	I think that's interesting
2866000	2868000	the minute you
2868000	2870000	what would shock
2870000	2872000	a condensed matter theory is
2872000	2874000	if they're forced to use pure states
2874000	2876000	it's not allowed to use pure states
2876000	2878000	and what would shock a quantum computing person
2878000	2880000	what do you mean I can't use
2880000	2882000	quiscate with pure states
2886000	2888000	I always assumed that that was fine
2892000	2894000	most people
2894000	2896000	in this group here
2896000	2898000	mixed states are kind of like
2898000	2900000	we will understand
2900000	2902000	but that's not the majority
2902000	2904000	view here in the world
2904000	2906000	well I can tell
2906000	2908000	I know from
2908000	2910000	discussions at least at IEEE
2910000	2912000	where there were many people from IBM
2912000	2914000	they were like and I was asking the question
2914000	2916000	if anyone considers mixed states
2916000	2918000	they were like well we don't need mixed states
2918000	2920000	that's just noise
2920000	2922000	we think of ideal
2922000	2924000	quantum computers
2924000	2926000	and then every time the question happens
2926000	2928000	and no I had like three or four talks
2928000	2930000	I was attending and they were saying
2930000	2932000	there was some interesting
2932000	2934000	it was interesting
2934000	2936000	to see that our method got better
2936000	2938000	when we introduced noise to the picture
2940000	2942000	so maybe this is also a way to pick up
2944000	2946000	the interesting question is not so much
2946000	2948000	really the rank that you need
2948000	2950000	but the rank that you need
2950000	2952000	is a certain error
2954000	2956000	I mean the rank is super unstable
2956000	2958000	you can always make it
2966000	2968000	so they say okay you tell me
2968000	2970000	I need full rank but if I can approximate
2970000	2972000	the tool
2972000	2974000	after precision by pure state
2976000	2978000	but this shouldn't
2978000	2980000	just it could be robust
2980000	2982000	of course
2982000	2984000	there is only one
2984000	2986000	x that's a final
2990000	2992000	sorry I think there was a little bit of this problem
2992000	2994000	let's start with some feasible set
2994000	2996000	and start the positive
2996000	2998000	point is that
2998000	3000000	are the extreme points of this feasible set
3000000	3002000	really in the interior
3002000	3004000	or can they always be expanded
3004000	3006000	out to the community
3006000	3008000	and touch the boundaries
3008000	3010000	and somehow natural
3010000	3012000	if I only have one type of plane
3012000	3014000	I have to cut through
3014000	3016000	to a state
3016000	3018000	this is the weird bit for me
3018000	3020000	I find this very strange
3020000	3022000	this is some of the geometry and now it's also quite
3022000	3024000	if I had tool
3024000	3026000	it's hard to draw
3026000	3028000	full dimension
3030000	3032000	you have a feasible set
3032000	3034000	but it's something
3038000	3040000	and you cut your first type of plane
3044000	3046000	it's clear that you're always
3046000	3048000	on the outside
3048000	3050000	but then you cut the second type of plane
3058000	3060000	it really gets inside the base
3060000	3062000	because this is triangular face
3062000	3064000	and if I cut my second type of plane
3064000	3066000	like this
3066000	3068000	then I'm stuck inside the triangular face
3068000	3070000	but I don't want any of it
3070000	3072000	I have to fix up all of this
3072000	3074000	if you do a bit of something too
3074000	3076000	I know I remember all of this stuff
3076000	3078000	that's right
3078000	3080000	I'm sure you can stop all of this
3082000	3084000	whatever
3084000	3086000	I need another cut
3086000	3088000	I need another cut
3088000	3090000	and you're in the interior
3090000	3092000	it's fine
3092000	3094000	it's a better picture
3098000	3100000	I can cut right in the middle
3100000	3102000	that's true
3102000	3104000	you have one point
3104000	3106000	on the inside of the house
3110000	3112000	it's okay
3114000	3116000	okay
3118000	3120000	okay, so now I have to cut
3126000	3128000	it's zero
3128000	3130000	I have to cut the
3130000	3132000	screen point of the other
3132000	3134000	next to the rail
3134000	3136000	this is what it said
3136000	3138000	there's only one physical point
3138000	3140000	and this can be arbitrary
3140000	3142000	only when it's completely mixed
3142000	3144000	I'm very mistaken
3144000	3146000	the thing is
3146000	3148000	that M equals to 2
3148000	3150000	where we have the ball
3150000	3152000	that should still be rank 1
3152000	3154000	but for the picture it's not
3158000	3160000	is it probably because of dimension
3160000	3162000	the reason is because
3162000	3164000	the point is rank 0
3164000	3166000	but like
3166000	3168000	it's still the rank 1
3168000	3170000	so we need some other
3170000	3172000	quality saying that this should also be
3172000	3174000	better than
3174000	3176000	such other needs
3176000	3178000	it needs more than any
3182000	3184000	you can't depict it in two or three dimensions
3184000	3186000	that's the problem
3186000	3188000	I'm thinking more on
3188000	3190000	if you say this should work on the column
3190000	3192000	it should work on the column
3192000	3194000	yes
3194000	3196000	we have three point arcs where the dimension
3196000	3198000	is 1
3198000	3200000	and the dimension
3200000	3202000	that faces 1
3202000	3204000	so
3204000	3206000	I want to have
3206000	3208000	instead of
3208000	3210000	I just want to make sure it's just 1
3210000	3212000	that's true
3214000	3216000	can we
3216000	3218000	I mean it's been said aloud in words
3218000	3220000	but maybe the transcription
3220000	3222000	will save it
3222000	3224000	but Martin had the proof
3224000	3226000	in general possible imaginable
3228000	3230000	this is obvious to you
3230000	3232000	but not to me
3232000	3234000	so I would
3234000	3236000	we should write it down
3236000	3238000	maybe we should write it down
3238000	3240000	I can send you
3240000	3242000	my form of book
3242000	3244000	should be already for
3244000	3246000	arbitrary calls
3246000	3248000	this is just adapted to PST already
3248000	3250000	it's clear in the room
3252000	3254000	it's clear in the room
3260000	3262000	it's a projection to the interface
3264000	3266000	it's a good idea
3266000	3268000	I don't think every call has a projection to everything
3268000	3270000	I want
3270000	3272000	I'd like to be embedding the space
3272000	3274000	into the column
3274000	3276000	yeah because the space can be like
3276000	3278000	bigger
3278000	3280000	and then there's a small space
3280000	3282000	and I'm not exactly sure it's always exist
3282000	3284000	but that's another real statement
3284000	3286000	okay
3286000	3288000	if you have time
3288000	3290000	maybe we can just take my
3290000	3292000	I have it written down of course
3292000	3294000	and then we can adapt it to the
3294000	3296000	most
3296000	3298000	most general case
3298000	3300000	that would be cool
3300000	3302000	but I think it would be a
3302000	3304000	B
3304000	3306000	that's not the projection
3306000	3308000	but
3308000	3310000	that's the only thing we need to solve
3310000	3312000	we have your problem
3312000	3314000	I think RK
3314000	3316000	no just for everything
3316000	3318000	space
3318000	3320000	yeah the question is
3320000	3322000	if we already talk about giving up functions
3322000	3324000	I'm not giving in calls
3324000	3326000	how far are we away from
3326000	3328000	star
3328000	3330000	I think
3330000	3332000	every typical CSR of the brain
3332000	3334000	right
3334000	3336000	we don't have any
3336000	3338000	and also if you
3338000	3340000	give me the form of star
3340000	3342000	can we
3342000	3344000	give it to
3344000	3346000	the star
3346000	3348000	the star
3348000	3350000	the star
3350000	3352000	the star
3352000	3354000	the star
3354000	3356000	the star
3356000	3358000	the star
3358000	3360000	we're going to modify
3360000	3362000	the proof
3362000	3364000	this is the correct
3364000	3366000	way to start
3366000	3368000	VV plus E
3368000	3370000	notation game
3370000	3372000	yeah good
3372000	3374000	what's the next piece
3374000	3376000	of terminology that needs to be
3376000	3378000	defined
3378000	3380000	we need to talk about faces
3380000	3382000	we're going to be decoding up just one order
3382000	3384000	the table
3386000	3388000	okay so there's extra conditions
3388000	3390000	okay so then we need
3390000	3392000	a student
3392000	3394000	right
3394000	3396000	every
3404000	3406000	all the way
3406000	3408000	inside the interior
3408000	3410000	no you actually need to assume this for
3410000	3412000	V plus and every face
3412000	3414000	okay
3414000	3416000	and
3418000	3420000	that's what
3420000	3422000	faces would be possible
3422000	3424000	but finally
3424000	3426000	this is so far
3426000	3428000	but it's also very interesting the infinite
3428000	3430000	dimension right it's telling us what's
3430000	3432000	going to work and what isn't
3432000	3434000	and then so that these are the two assumptions
3434000	3436000	so far is this enough
3436000	3438000	I'm going to look through
3438000	3440000	and you will be necessary
3440000	3442000	so you can probably
3442000	3444000	come up with like notes that from all the
3444000	3446000	things that are supposed to be
3446000	3448000	okay so let's
3448000	3450000	assume that when we need it
3450000	3452000	so what's the map here what's the
3452000	3454000	place of five
3458000	3460000	so if you want to take a visible point
3460000	3462000	and you want to define the face
3462000	3464000	of that visible point
3466000	3468000	the easiest point to define a
3468000	3470000	face is to say that these are
3470000	3472000	all of the elements that could be majorized
3472000	3474000	by a positive order of height point
3474000	3476000	okay so I've just realized I need some more
3476000	3478000	notation right man this is just
3478000	3480000	the cone but we haven't sort of talked about
3480000	3482000	this kind of strange space C
3482000	3484000	yeah
3484000	3486000	so C is a sort of awkward
3486000	3488000	V
3488000	3490000	V plus such that
3490000	3492000	there is some
3492000	3494000	functional X
3494000	3496000	you call the A
3496000	3498000	the A-K on being
3498000	3500000	the B-J
3500000	3502000	on the D-J
3502000	3504000	and where
3504000	3506000	A-J
3506000	3508000	is in the other direction
3508000	3510000	right
3512000	3514000	then you have functional
3514000	3516000	okay so now we've got C
3516000	3518000	and now the point you made was
3518000	3520000	if we got to do
3522000	3524000	find the face
3524000	3526000	find the face
3526000	3528000	of your physical point
3528000	3530000	oh yeah we need to be in the background
3530000	3532000	so let X
3532000	3534000	be the point
3534000	3536000	yeah let X be the
3536000	3538000	point
3538000	3540000	and then
3540000	3542000	you see the curve
3542000	3544000	on the face of X
3546000	3548000	that's the
3548000	3550000	I would define this as the set of all elements
3550000	3552000	in D plus that you can majorize by X
3552000	3554000	my rule for X
3554000	3556000	set of all points
3556000	3558000	W
3558000	3560000	in D plus
3560000	3562000	such that
3562000	3564000	you can majorize
3564000	3566000	X
3566000	3568000	X is larger than
3572000	3574000	and by larger than we need your perspective
3574000	3576000	of course
3576000	3578000	by the way
3578000	3580000	is that common
3580000	3582000	knowledge that this is the face
3582000	3584000	I really have to
3584000	3586000	prove this for myself
3586000	3588000	but this is something that is
3588000	3590000	Alex came with the same question
3590000	3592000	so it seems like
3592000	3594000	I was
3594000	3596000	wondering because it sounded like
3596000	3598000	this condition is open in general
3598000	3600000	like
3600000	3602000	because you cannot majorize by zero
3602000	3604000	that's usually not an admissible point
3606000	3608000	if it's an open condition doesn't that
3608000	3610000	kind of contradict extreme faces
3612000	3614000	no
3614000	3616000	because the extreme face of the whole code
3616000	3618000	is one-dimensional
3618000	3620000	yeah okay
3620000	3622000	it's an extreme ray not an extreme
3622000	3624000	point
3624000	3626000	I see
3626000	3628000	but a nice way to think about this
3628000	3630000	is that it just tells you
3630000	3632000	that X can be decomposed
3632000	3634000	as one of
3634000	3636000	W divided by lambda plus
3636000	3638000	something else
3638000	3640000	yeah no I was just wondering
3640000	3642000	whether the face should always contain
3642000	3644000	the endpoints of every line as well
3648000	3650000	does that
3650000	3652000	still work?
3652000	3654000	yeah okay this still works
3654000	3656000	I see
3656000	3658000	yeah
3658000	3660000	yeah okay
3660000	3662000	no no okay I see
3662000	3664000	so it's in a sense you could say it's
3664000	3666000	like the smallest
3666000	3668000	face is the one
3668000	3670000	in the face of the point
3670000	3672000	is the one where the point is an interior
3672000	3674000	of the face
3676000	3678000	yes exactly
3678000	3680000	okay
3680000	3682000	because then it makes sense for a point
3682000	3684000	as well because then for a point
3684000	3686000	it's the only interior point of that point
3690000	3692000	okay
3692000	3694000	yeah but I think I convinced myself
3694000	3696000	yesterday that
3696000	3698000	I was happy with this definition
3700000	3702000	we found the face of X
3704000	3706000	a bunch of points in this cone
3706000	3708000	and this is now defining
3708000	3710000	5 right
3712000	3714000	the 5 is this map
3714000	3716000	the 5 of
3716000	3718000	the 5 is the
3718000	3720000	the 5 is the
3720000	3722000	the 5 is the
3722000	3724000	the 5 is the
3724000	3726000	on the face
3726000	3728000	on the face
3728000	3730000	no you don't because
3730000	3732000	you can define the 5 on the whole of V
3732000	3734000	and you just say now I restrict
3734000	3736000	myself to this
3736000	3738000	yeah
3738000	3740000	so 5 is an
3740000	3742000	all of V
3742000	3744000	and it goes to just these constraints
3744000	3746000	where I work with something
3746000	3748000	here
3748000	3750000	one of
3752000	3754000	of
3754000	3756000	of
3756000	3758000	of V
3758000	3760000	so that's the element of R to the N
3760000	3762000	we're working
3762000	3764000	in the real numbers
3764000	3766000	mm-hmm
3766000	3768000	there's also each of those p-addict fields
3768000	3770000	and
3772000	3774000	and then 5 restricted
3774000	3776000	to
3776000	3778000	I want to
3778000	3780000	change the name
3780000	3782000	I think that
3782000	3784000	going
3784000	3786000	so
3786000	3788000	I'm restricted to add
3788000	3790000	these are the
3790000	3792000	step numbers
3792000	3794000	now
3794000	3796000	there's every function that's defined
3796000	3798000	so
3800000	3802000	so I'm going to use
3802000	3804000	8
3804000	3806000	8
3806000	3808000	on
3808000	3810000	on
3810000	3812000	and then the dimension of F
3812000	3814000	now is what sim R
3814000	3816000	is
3816000	3818000	mm-hmm
3818000	3820000	mm-hmm
3820000	3822000	dimension
3822000	3824000	dimension of F
3824000	3826000	dimension of F
3826000	3828000	dimension of F
3828000	3830000	dimension of F
3830000	3832000	dimension of F is what
3832000	3834000	is an allergist to sim R
3834000	3836000	but we have to give it a
3836000	3838000	maybe we'll just call it in the F
3838000	3840000	mm-hmm
3840000	3842000	I should just think linear
3842000	3844000	a normal span of the
3844000	3846000	because it's called a zero so it's
3846000	3848000	we don't even have to give it a 5
3848000	3850000	so we can embed
3850000	3852000	a bit more space
3852000	3854000	so
3854000	3856000	F is a subcode
3856000	3858000	and so then D F
3858000	3860000	F
3860000	3862000	mm-hmm
3862000	3864000	F is a linear function
3864000	3866000	on a D F dimension of space
3866000	3868000	to an M dimension
3868000	3870000	space
3870000	3872000	okay this comes
3872000	3874000	through right so then we have
3874000	3876000	the rank now that
3876000	3878000	says the full dimension
3880000	3882000	it's dimper
3884000	3886000	what's the union
3886000	3888000	and I just
3888000	3890000	now I'm using
3890000	3892000	my brain the dim
3892000	3894000	sim
3894000	3896000	yeah this dim
3896000	3898000	sim
3898000	3900000	and dimker is
3900000	3902000	the stuff that gets zapped
3902000	3904000	on F
3904000	3906000	on F
3906000	3908000	and dim in
3908000	3910000	the end
3910000	3912000	or not end it's
3912000	3914000	it's more like equal then
3914000	3916000	there's a dim in
3916000	3918000	and then this is smaller equal
3918000	3920000	then
3920000	3922000	then dimker
3922000	3924000	right
3924000	3926000	then
3926000	3928000	then
3928000	3930000	then so we are done
3932000	3934000	no no no we still need this whole
3934000	3936000	move into the base
3936000	3938000	I don't want to fit on one board
3938000	3940000	ah
3940000	3942000	ah
3942000	3944000	ah
3944000	3946000	ah
3946000	3948000	I should have written this more
3948000	3950000	it's not that people don't think the name
3950000	3952000	that comes from a thing
3952000	3954000	you may complain about this
3954000	3956000	um
3956000	3958000	but do we do
3958000	3960000	do we stick to just this feasibility case
3960000	3962000	or should we
3962000	3964000	make the
3964000	3966000	optimize what you say right
3966000	3968000	that's the game
3968000	3970000	the argument is a standard
3970000	3972000	programming argument right
3972000	3974000	feasibility equals optimality
3974000	3976000	it's just the same thing
3976000	3978000	I think
3978000	3980000	if you're from optimality I agree
3980000	3982000	but for everyone else
3982000	3984000	it's a pain
3984000	3986000	it's a footnote
3986000	3988000	it's a pain
3988000	3990000	okay
3990000	3992000	you say
3992000	3994000	it is obvious that
3994000	3996000	and then it's fine
3996000	3998000	you need to deal a bit
3998000	4000000	you're dealing differently with it right
4000000	4002000	on the one on one case you say okay
4002000	4004000	then I find another solution
4004000	4006000	with different rank on the other hand you say okay
4006000	4008000	if I find some D that is not
4008000	4010000	within the current
4010000	4012000	that is within the kernel of all A's
4012000	4014000	but not within the kernel of C
4014000	4016000	then I can find a phase that is actually
4016000	4018000	better
4018000	4020000	like has a better value
4020000	4022000	then
4022000	4024000	but okay
4024000	4026000	yeah but you can choose D
4026000	4028000	and you like
4028000	4030000	but you can only pick one
4030000	4032000	from the kernel of the constraint
4032000	4034000	right
4034000	4036000	the D has created the kernel
4036000	4038000	the D is from the kernel of the constraint
4038000	4040000	you cannot choose an example
4040000	4042000	but then you can still like DT
4042000	4044000	then you can still choose this
4044000	4046000	DT and you can walk in any direction of the T
4046000	4048000	without disturbing the constraint
4048000	4050000	but
4050000	4052000	only one
4052000	4054000	can prove it
4054000	4056000	it can be that you maintain
4056000	4058000	in the form for one direction
4058000	4060000	which will be grouped up to the regular
4060000	4062000	and you have to walk in the other direction
4062000	4064000	as the code implies then
4064000	4066000	was there exist D in the kernel
4066000	4068000	by it
4068000	4070000	such that
4074000	4076000	such that
4076000	4078000	X which is now being
4084000	4086000	this is
4086000	4088000	minus
4102000	4104000	when that is satisfied
4104000	4106000	there really is something to be found
4106000	4108000	and you add it to the D
4110000	4112000	and then you walk
4112000	4114000	in
4114000	4116000	faced
4118000	4120000	how will you do that
4120000	4122000	in your algebra
4122000	4124000	where we are
4124000	4126000	because this thing is not going to work
4128000	4130000	so what am I missing
4130000	4132000	it's because
4132000	4134000	you're like
4134000	4136000	calling
4136000	4138000	assume
4138000	4140000	because the code is pointed
4140000	4142000	which we did
4142000	4144000	actually it was written up
4144000	4146000	and then
4146000	4148000	I think
4148000	4150000	in the code
4150000	4152000	the code contained
4152000	4154000	are real long
4154000	4156000	and those are not pointed because
4156000	4158000	you think the minus of the code is the real line
4158000	4160000	difference
4160000	4162000	okay
4162000	4164000	I'm going to write that
4164000	4166000	you'll say
4166000	4168000	this is the T circuit
4168000	4170000	okay
4170000	4172000	I would like to get the argument
4172000	4174000	there
4174000	4176000	so according to the code
4176000	4178000	is the code
4178000	4180000	and if you take the minus of the code
4180000	4182000	so you flip the sign of everything
4182000	4184000	and you take the intersection
4184000	4186000	that's only zero
4186000	4188000	but if you're copying the line
4188000	4190000	and you flip the sign of the line
4190000	4192000	it's nothing to itself
4192000	4194000	and the intersection of that code
4194000	4196000	with itself would be the line
4196000	4198000	okay
4198000	4200000	there
4200000	4202000	I think that's kind of cool
4202000	4204000	okay
4204000	4206000	and then now we're kind of done
4206000	4208000	right that was the end of it
4208000	4210000	well I know you have to argue that
4210000	4212000	therefore you can choose to be
4212000	4214000	okay
4214000	4216000	yeah there's not a Zonsla in this situation
4216000	4218000	so hopefully this is
4218000	4220000	there would be some unfortunately
4220000	4222000	from there right
4222000	4224000	in your box
4224000	4226000	that was weird wasn't it
4226000	4228000	but here
4228000	4230000	we have a line and we intersect it with the face
4230000	4232000	the intersection should be
4232000	4234000	well
4234000	4236000	zero
4236000	4238000	we have a line
4238000	4240000	that sometimes in the code
4240000	4242000	so it has to intersect some face
4242000	4244000	but probably it'll have a lot of page
4244000	4246000	5300
4246000	4248000	okay
4248000	4250000	okay
4250000	4252000	okay
4252000	4254000	and we brought the problem
4254000	4256000	what
4256000	4258000	that's a geometry
4258000	4260000	okay
4260000	4262000	okay
4262000	4264000	okay
4264000	4266000	you have to get some help
4266000	4268000	okay
4268000	4270000	okay
4276000	4278000	okay
4278000	4280000	to be looked up
4280000	4282000	but it's one of these
4282000	4284000	obviously true things that's probably
4284000	4286000	ridiculously true
4286000	4288000	yeah
4288000	4290000	and finite dimension is kind of easy
4290000	4292000	because you have
4292000	4294000	supporting hyper planes
4294000	4296000	I mean
4296000	4298000	it feels like a hyper plane separation argument
4298000	4300000	is going to help, it's going to be there
4300000	4302000	which makes it a Zonsla
4302000	4304000	argument in infinite dimensions
4304000	4306000	which is cool
4308000	4310000	let's fight
4310000	4312000	actually
4312000	4314000	if you use the separable space
4314000	4316000	you don't need Zonsla anymore I think
4316000	4318000	it's accountable
4318000	4320000	yeah
4320000	4322000	okay
4322000	4324000	how do we know that
4324000	4326000	finite
4326000	4328000	that's assumption
4330000	4332000	I mean this may be not right
4332000	4334000	in which case if you want to do iteration
4334000	4336000	it's probably not good
4336000	4338000	okay
4338000	4340000	if we use the same one
4340000	4342000	yeah
4342000	4344000	yeah yeah yeah
4344000	4346000	this argument is useless
4346000	4348000	if it's not finite
4348000	4350000	in which you use finite
4350000	4352000	should help right
4352000	4354000	it was here
4354000	4356000	it was here it was just written down
4356000	4358000	with a weasel
4358000	4360000	yeah
4360000	4362000	it has to be finite then for this argument to work
4362000	4364000	but that feels the opportunity
4364000	4366000	but I
4366000	4368000	I know
4368000	4370000	you can still go to a smaller space
4370000	4372000	and if it's infinite dimension
4372000	4374000	then you have an infinite regress right
4374000	4376000	so you
4376000	4378000	okay
4378000	4380000	but in this
4380000	4382000	proof you had
